ID,duration,wav,spk_id,wrd
loc_001-STE-083,3.8165,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-083.wav,083,a bələ̄ dzwé dáma
loc_001-STE-055,3.065,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-055.wav,055,a nə ebyandí
loc_001-STE-078,5.313625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-078.wav,078,a tádi nə̌ atyé m̀bíl
loc_001-STE-013,3.745875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-013.wav,013,o nə kaiza
loc_001-STE-075,4.12175,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-075.wav,075,a bɔ́ bía m̀bəŋ
loc_001-STE-042,3.0975,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-042.wav,042,ma yón âfan
loc_001-STE-056,1.806125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-056.wav,056,a nə fəg
loc_001-STE-023,1.8455625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-023.wav,023,é miníngá nyɔ́ a nyəb
loc_001-STE-058,3.40725,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-058.wav,058,ma kə kə óyɔ́
loc_001-STE-007,5.1215625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-007.wav,007,bə́sə bə́ nə mvɔɛ́
loc_001-STE-016,3.2795625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-016.wav,016,ma wóg ekódé
loc_001-STE-069,4.3563125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-069.wav,069,bikai bí nə
loc_001-STE-048,1.940375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-048.wav,048,ma kɔn
loc_001-STE-038,1.968875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-038.wav,038,ma bad tsog
loc_001-STE-052,2.4734375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-052.wav,052,ma fas
loc_001-STE-088,2.6694375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-088.wav,088,ma wóg sɔ́m
loc_001-STE-054,1.59225,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-054.wav,054,wa ding
loc_001-STE-018,3.417,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-018.wav,018,mə nə abum
loc_001-STE-072,3.406875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-072.wav,072,ma yəm afan
loc_001-STE-087,2.8250625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-087.wav,087,a yen mininagá
loc_001-STE-084,2.467875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-084.wav,084,ma kus biyé
loc_001-STE-008,3.099,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-008.wav,008,ma kə ǎfub
loc_001-STE-081,3.144375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-081.wav,081,mə̌ sende
loc_001-STE-010,3.615,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-010.wav,010,ma kə á ǹsom
loc_001-STE-003,5.6728125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-003.wav,003,yə ndâ bod dzoe e nə mvoɛ́
loc_001-STE-035,3.53325,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-035.wav,035,mayi nə̄ madí
loc_001-STE-097,3.278125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-097.wav,097,a búg fón
loc_001-STE-043,3.5944375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-043.wav,043,evúndi yá lod
loc_001-STE-029,4.632,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-029.wav,029,kúb ya lɔ́ŋ á kídí
loc_001-STE-006,3.0089375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-006.wav,006,mə nə mvɔɛ́
loc_001-STE-032,5.179875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-032.wav,032,bə́ngɔnɔ anyú mə́ndím
loc_001-STE-041,2.664875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-041.wav,041,ma ding və wa
loc_001-STE-011,4.4375625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-011.wav,011,a kə á mákíd
loc_001-STE-099,3.3831875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-099.wav,099,a nə ewólo
loc_001-STE-051,2.26925,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-051.wav,051,wa sɔ́ vé
loc_001-STE-101,3.965625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-101.wav,101,o nə engongɔ́l
loc_001-STE-063,5.16725,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-063.wav,063,etǔn ndá dzáma é nə vé
loc_001-STE-040,4.01975,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-040.wav,040,mim̀bú myálod
loc_001-STE-094,2.588,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-094.wav,094,ngə mə yəmə
loc_001-STE-071,2.8993125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-071.wav,071,a dzə́m m̀bəŋ
loc_001-STE-095,2.427125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-095.wav,095,ma kədzɔág
loc_001-STE-015,5.7118125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-015.wav,015,biá yikə̄yén ǹgəngáŋ
loc_001-STE-045,3.8464375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-045.wav,045,ma kə êsyé
loc_001-STE-028,7.76125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-028.wav,028,byakə bəbə mod yǎ fəfə
loc_001-STE-002,3.3841875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-002.wav,002,yə o nə vɔɛ́
loc_001-STE-096,2.585,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-096.wav,096,a bə́ âfúb
loc_001-STE-001,3.65475,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-001.wav,001,m̀bəmbə amǒs
loc_001-STE-014,4.7621875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-014.wav,014,ó bələ kíg mbəmbə nyɔ́l
loc_001-STE-030,6.7115,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-030.wav,030,myál wákuí ai alú
loc_001-STE-053,2.4771875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-053.wav,053,o nə abán
loc_001-STE-098,4.5311875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-098.wav,098,a daŋ nyəb á dzǎl
loc_001-STE-092,4.4939375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-092.wav,092,bí yə̄gé abuí
loc_001-STE-044,3.64325,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-044.wav,044,ǹnə́m wá sán nyé
loc_001-STE-034,5.5898125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-034.wav,034,mɔ́n zing a byálí é kídí nyí
loc_001-STE-000,3.0085625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-000.wav,000,m̀bəmbə kídi
loc_001-STE-080,3.084625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-080.wav,080,dzam éngóngɔ́l
loc_001-STE-025,6.6658125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-025.wav,025,ǹtól mǎnyǎŋ wama ayǎb a lodo ma
loc_001-STE-082,2.417125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-082.wav,082,ma dzə́ŋ bílɔ́g
loc_001-STE-059,3.5550625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-059.wav,059,vááni nyé bídí
loc_001-STE-009,4.03075,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-009.wav,009,ma yám bídí
loc_001-STE-026,5.3075625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-026.wav,026,mə nə ǹtól mɔ́n bəbonde báma
loc_001-STE-019,4.0205,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-019.wav,019,a ngâyiyǎbyé
loc_001-STE-073,2.86025,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-073.wav,073,a bɔ́d m̀bəŋ
loc_001-STE-064,4.0995,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-064.wav,064,esɔ́á anə vé
loc_001-STE-068,4.715125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-068.wav,068,ma kə á dulu okídí
loc_001-STE-022,4.568875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-022.wav,022,fám yáyónkíg
loc_001-STE-057,3.477375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-057.wav,057,a bə̌bə ǹló dzóbo
loc_001-STE-061,3.7863125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-061.wav,061,kələ́ fəb ndóan
loc_001-STE-089,5.2244375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-089.wav,089,a dúgan á ndá dzié
loc_001-STE-077,2.831625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-077.wav,077,bə́ nə ā zěn
loc_001-STE-079,3.765875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-079.wav,079,ma və́ wa ǹtsogán
loc_001-STE-020,4.917125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-020.wav,020,naná a nə mvɔɛ́
loc_001-STE-067,3.549875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-067.wav,067,ńnyə anə́ ńtól
loc_001-STE-091,3.82775,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-091.wav,091,wa dzáɛ abǒg
loc_001-STE-090,3.023875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-090.wav,090,a tádi nə ayón
loc_001-STE-076,2.9585625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-076.wav,076,bəyə́bə yǎ dzāl
loc_001-STE-037,2.07175,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-037.wav,037,bá fulan
loc_001-STE-005,1.758375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-005.wav,005,dzé wā bɔ
loc_001-STE-100,3.429375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-100.wav,100,ma wóg miǹtag
loc_001-STE-039,3.1576875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-039.wav,039,é nə mvóé dzama
loc_001-STE-024,8.831125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-024.wav,024,é fám nyí ya nyəb
loc_001-STE-046,1.6903125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-046.wav,046,ma yəbə
loc_004-STE-066,2.173,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-066.wav,066,bə́ nə bɔ̌bə̄dzǎŋ
loc_004-STE-021,2.010875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-021.wav,021,mǎnyǎŋ wama ayilúg
loc_004-STE-027,6.6344375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-027.wav,027,bəfám yǎ dzāl bá lɛ̂ á élé ásí
loc_004-STE-031,3.2385,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-031.wav,031,ongɔlɔ anə m̀fəfə́g mod
loc_004-STE-102,3.54625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-102.wav,102,ǹnǒm mod élé ásí
loc_004-STE-060,1.52775,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-060.wav,060,a wɔ́bɔ
loc_004-STE-085,1.4545,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-085.wav,085,yám
loc_004-STE-093,3.282875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-093.wav,093,miǹkúd myávín
loc_004-STE-062,1.9306875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-062.wav,062,mvyě e nə vé
loc_004-STE-083,2.955375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-083.wav,083,a bələ̄ dzwé dáma
loc_004-STE-055,2.3499375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-055.wav,055,a nə ebyandí
loc_004-STE-078,3.638375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-078.wav,078,a tádi nə̌ atyé m̀bíl
loc_004-STE-013,2.0420625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-013.wav,013,o nə kaiza
loc_004-STE-075,2.0951875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-075.wav,075,a bɔ́ bía m̀bəŋ
loc_004-STE-042,2.7289375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-042.wav,042,ma yón âfan
loc_004-STE-056,1.4624375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-056.wav,056,a nə fəg
loc_004-STE-023,2.5675,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-023.wav,023,é miníngá nyɔ́ a nyəb
loc_004-STE-058,2.6881875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-058.wav,058,ma kə kə óyɔ́
loc_004-STE-007,2.8904375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-007.wav,007,bə́sə bə́ nə mvɔɛ́
loc_004-STE-016,2.1098125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-016.wav,016,ma wóg ekódé
loc_004-STE-069,2.4941875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-069.wav,069,bikai bí nə
loc_004-STE-048,1.58775,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-048.wav,048,ma kɔn
loc_004-STE-038,1.7781875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-038.wav,038,ma bad tsog
loc_004-STE-052,2.4936875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-052.wav,052,ma fas
loc_004-STE-088,2.0694375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-088.wav,088,ma wóg sɔ́m
loc_004-STE-054,1.5653125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-054.wav,054,wa ding
loc_004-STE-018,2.0859375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-018.wav,018,mə nə abum
loc_004-STE-072,2.10025,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-072.wav,072,ma yəm afan
loc_004-STE-087,2.5426875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-087.wav,087,a yen mininagá
loc_004-STE-084,2.469,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-084.wav,084,ma kus biyé
loc_004-STE-008,2.32025,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-008.wav,008,ma kə ǎfub
loc_004-STE-081,2.1979375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-081.wav,081,mə̌ sende
loc_004-STE-010,2.58475,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-010.wav,010,ma kə á ǹsom
loc_004-STE-003,3.0941875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-003.wav,003,yə ndâ bod dzoe e nə mvoɛ́
loc_004-STE-035,2.0620625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-035.wav,035,mayi nə̄ madí
loc_004-STE-097,2.093375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-097.wav,097,a búg fón
loc_004-STE-043,2.0059375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-043.wav,043,evúndi yá lod
loc_004-STE-029,2.8255625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-029.wav,029,kúb ya lɔ́ŋ á kídí
loc_004-STE-006,2.7625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-006.wav,006,mə nə mvɔɛ́
loc_004-STE-032,2.6714375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-032.wav,032,bə́ngɔnɔ anyú mə́ndím
loc_004-STE-041,2.6509375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-041.wav,041,ma ding və wa
loc_004-STE-011,1.888875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-011.wav,011,a kə á mákíd
loc_004-STE-099,2.03025,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-099.wav,099,a nə ewólo
loc_004-STE-051,1.7659375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-051.wav,051,wa sɔ́ vé
loc_004-STE-101,2.418375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-101.wav,101,o nə engongɔ́l
loc_004-STE-063,2.919875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-063.wav,063,etǔn ndá dzáma é nə vé
loc_004-STE-040,2.72975,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-040.wav,040,mim̀bú myálod
loc_004-STE-094,1.9749375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-094.wav,094,ngə mə yəmə
loc_004-STE-071,1.994625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-071.wav,071,a dzə́m m̀bəŋ
loc_004-STE-095,2.3168125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-095.wav,095,ma kədzɔág
loc_004-STE-015,2.6695,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-015.wav,015,biá yikə̄yén ǹgəngáŋ
loc_004-STE-045,2.405125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-045.wav,045,ma kə êsyé
loc_004-STE-028,4.2083125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-028.wav,028,byakə bəbə mod yǎ fəfə
loc_004-STE-002,1.990375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-002.wav,002,yə o nə vɔɛ́
loc_004-STE-096,1.8633125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-096.wav,096,a bə́ âfúb
loc_004-STE-001,2.589125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-001.wav,001,m̀bəmbə amǒs
loc_004-STE-014,2.5768125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-014.wav,014,ó bələ kíg mbəmbə nyɔ́l
loc_004-STE-030,4.6701875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-030.wav,030,myál wákuí ai alú
loc_004-STE-053,1.864875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-053.wav,053,o nə abán
loc_004-STE-098,3.146875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-098.wav,098,a daŋ nyəb á dzǎl
loc_004-STE-092,2.4465625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-092.wav,092,bí yə̄gé abuí
loc_004-STE-044,2.905625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-044.wav,044,ǹnə́m wá sán nyé
loc_004-STE-034,3.2815625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-034.wav,034,mɔ́n zing a byálí é kídí nyí
loc_004-STE-000,2.1095,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-000.wav,000,m̀bəmbə kídi
loc_004-STE-080,2.633625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-080.wav,080,dzam éngóngɔ́l
loc_004-STE-025,6.2574375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-025.wav,025,ǹtól mǎnyǎŋ wama ayǎb a lodo ma
loc_004-STE-082,2.3485,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-082.wav,082,ma dzə́ŋ bílɔ́g
loc_004-STE-059,2.1745,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-059.wav,059,vááni nyé bídí
loc_004-STE-009,2.2130625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-009.wav,009,ma yám bídí
loc_004-STE-026,6.4065625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-026.wav,026,mə nə ǹtól mɔ́n bəbonde báma
loc_004-STE-019,2.260875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-019.wav,019,a ngâyiyǎbyé
loc_004-STE-073,2.0509375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-073.wav,073,a bɔ́d m̀bəŋ
loc_004-STE-064,2.172875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-064.wav,064,esɔ́á anə vé
loc_004-STE-068,2.8339375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-068.wav,068,ma kə á dulu okídí
loc_004-STE-022,2.3195625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-022.wav,022,fám yáyónkíg
loc_004-STE-057,3.3550625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-057.wav,057,a bə̌bə ǹló dzóbo
loc_004-STE-061,2.65975,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-061.wav,061,kələ́ fəb ndóan
loc_004-STE-089,2.981875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-089.wav,089,a dúgan á ndá dzié
loc_004-STE-077,2.19275,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-077.wav,077,bə́ nə ā zěn
loc_004-STE-079,2.4584375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-079.wav,079,ma və́ wa ǹtsogán
loc_004-STE-020,2.259375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-020.wav,020,naná a nə mvɔɛ́
loc_004-STE-067,2.3965,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-067.wav,067,ńnyə anə́ ńtól
loc_004-STE-091,2.116625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-091.wav,091,wa dzáɛ abǒg
loc_004-STE-090,3.1730625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-090.wav,090,a tádi nə ayón
loc_004-STE-076,2.6710625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-076.wav,076,bəyə́bə yǎ dzāl
loc_004-STE-037,1.5465,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-037.wav,037,bá fulan
loc_004-STE-005,1.99225,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-005.wav,005,dzé wā bɔ
loc_004-STE-100,2.3579375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-100.wav,100,ma wóg miǹtag
loc_004-STE-039,2.318,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-039.wav,039,é nə mvóé dzama
loc_004-STE-024,2.2764375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-024.wav,024,é fám nyí ya nyəb
loc_004-STE-046,2.124625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-046.wav,046,ma yəbə
loc_004-STE-004,1.7778125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_004/STE-004.wav,004,wa kə vé
loc_002-STE-066,3.9343125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-066.wav,066,bə́ nə bɔ̌bə̄dzǎŋ
loc_002-STE-021,5.1349375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-021.wav,021,mǎnyǎŋ wama ayilúg
loc_002-STE-027,10.7755,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-027.wav,027,bəfám yǎ dzāl bá lɛ̂ á élé ásí
loc_002-STE-031,6.692,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-031.wav,031,ongɔlɔ anə m̀fəfə́g mod
loc_002-STE-102,4.769375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-102.wav,102,ǹnǒm mod élé ásí
loc_002-STE-060,1.811625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-060.wav,060,a wɔ́bɔ
loc_002-STE-085,1.037875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-085.wav,085,yám
loc_002-STE-093,4.1743125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-093.wav,093,miǹkúd myávín
loc_002-STE-062,3.62175,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-062.wav,062,mvyě e nə vé
loc_002-STE-083,3.2811875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-083.wav,083,a bələ̄ dzwé dáma
loc_002-STE-055,3.2895,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-055.wav,055,a nə ebyandí
loc_002-STE-078,5.04725,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-078.wav,078,a tádi nə̌ atyé m̀bíl
loc_002-STE-013,3.855,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-013.wav,013,o nə kaiza
loc_002-STE-075,3.2643125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-075.wav,075,a bɔ́ bía m̀bəŋ
loc_002-STE-042,2.8488125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-042.wav,042,ma yón âfan
loc_002-STE-056,1.9585625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-056.wav,056,a nə fəg
loc_002-STE-023,4.4341875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-023.wav,023,é miníngá nyɔ́ a nyəb
loc_002-STE-058,3.9899375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-058.wav,058,ma kə kə óyɔ́
loc_002-STE-007,3.8784375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_002/STE-007.wav,007,bə́sə bə́ nə mvɔɛ́
