ID,duration,wav,spk_id,wrd
single-speakers-Recording-9,10.944,datasets/Phrases/train/single-speakers/Recording-9.wav,9,yə ndâ bod dzoe e nə mvoɛ́  yə ndâ bod dzoe e nə mvoɛ́  yə ndâ bod dzoe e nə mvoɛ́
single-speakers-Recording-10,8.192,datasets/Phrases/train/single-speakers/Recording-10.wav,10,wa kə vé  wa kə vé  wa kə vé
words-chunk-w0,8.0701875,datasets/Phrases/train/words/chunk-w0.wav,w0,ndɔ́g elé fía odzoe
words-chunk-w1,5.340125,datasets/Phrases/train/words/chunk-w1.wav,w1,ndɔ́g fía zəg
words-chunk-w2,8.10025,datasets/Phrases/train/words/chunk-w2.wav,w2,pazətɛ́g ofumbí ósanga
words-chunk-w3,6.600125,datasets/Phrases/train/words/chunk-w3.wav,w3,sá fón m̀bong
words-chunk-w4,6.1801875,datasets/Phrases/train/words/chunk-w4.wav,w4,shú abɔg abuda
words-chunk-w5,6.6601875,datasets/Phrases/train/words/chunk-w5.wav,w5,akaba andum kwé
words-chunk-w6,5.910125,datasets/Phrases/train/words/chunk-w6.wav,w6,ngii edu kɛ́
words-chunk-w7,6.840125,datasets/Phrases/train/words/chunk-w7.wav,w7,bə̌ba só só
words-chunk-w8,5.8201875,datasets/Phrases/train/words/chunk-w8.wav,w8,kúb ngoe kábad
words-chunk-w9,6.0001875,datasets/Phrases/train/words/chunk-w9.wav,w9,emgbə́m zə̌ nyɔ́
words-chunk-w10,6.6901875,datasets/Phrases/train/words/chunk-w10.wav,w10,táiga onɔ̌n mvú
words-chunk-w11,7.5001875,datasets/Phrases/train/words/chunk-w11.wav,w11,esínga ǹkoŋ kɔ̌s
words-chunk-w12,6.120125,datasets/Phrases/train/words/chunk-w12.wav,w12,ongɔ̌s mvəŋ vyǎn
words-chunk-w13,7.8901875,datasets/Phrases/train/words/chunk-w13.wav,w13,evúndi ńkulu avə́b
words-chunk-w14,7.890125,datasets/Phrases/train/words/chunk-w14.wav,w14,ndóan zə̌yaŋ ndúgúdu
words-chunk-w15,7.1701875,datasets/Phrases/train/words/chunk-w15.wav,w15,ǹkúd fám miningá
words-chunk-w16,7.0201875,datasets/Phrases/train/words/chunk-w16.wav,w16,mɔ́ngɔ́ mǎnyǎŋ kál
words-chunk-w17,7.8001875,datasets/Phrases/train/words/chunk-w17.wav,w17,naná tadá emvám fám
words-chunk-w18,7.6201875,datasets/Phrases/train/words/chunk-w18.wav,w18,emvám miningá tadá mvóé
words-chunk-w19,7.74025,datasets/Phrases/train/words/chunk-w19.wav,w19,ndâ bod mɔ̂n fám ngɔn
words-chunk-w20,7.5601875,datasets/Phrases/train/words/chunk-w20.wav,w20,mvog ayɔŋ ǹkyǎ miningá
words-chunk-w21,8.16025,datasets/Phrases/train/words/chunk-w21.wav,w21,m̀bɔ́m ǹnóm ngɔn ǹnyala
words-chunk-w22,8.1301875,datasets/Phrases/train/words/chunk-w22.wav,w22,ǹkyǎ fám bəkyǎ ésyá
words-chunk-w23,8.16025,datasets/Phrases/train/words/chunk-w23.wav,w23,ésángá man kál ngɔn
words-chunk-w24,6.7201875,datasets/Phrases/train/words/chunk-w24.wav,w24,avúman abum mɔ́n
words-chunk-w25,8.67025,datasets/Phrases/train/words/chunk-w25.wav,w25,abyálí enyě mɔ́n ǹkogolo
words-chunk-w26,7.5001875,datasets/Phrases/train/words/chunk-w26.wav,w26,esǒg ngɔb ǹdzíndzie
words-chunk-w27,8.0401875,datasets/Phrases/train/words/chunk-w27.wav,w27,foa ǹkokóm eyɛ̌l
words-chunk-w28,9.30025,datasets/Phrases/train/words/chunk-w28.wav,w28,awú ǹkús fám ǹkús miningá
words-chunk-w29,8.70025,datasets/Phrases/train/words/chunk-w29.wav,w29,akús mǎn nyuí bidí bí awú
words-chunk-w30,8.64025,datasets/Phrases/train/words/chunk-w30.wav,w30,sɔŋ ezímbí fíba
words-chunk-w31,9.27025,datasets/Phrases/train/words/chunk-w31.wav,w31,ekɔɛ ebúbuga mintyé
words-chunk-w32,9.54025,datasets/Phrases/train/words/chunk-w32.wav,w32,miǹtsaŋ mí yógo okpám ekɔ́a
words-chunk-w33,8.6401875,datasets/Phrases/train/words/chunk-w33.wav,w33,ǹgəngáŋ akúd məbada
words-chunk-w34,9.09025,datasets/Phrases/train/words/chunk-w34.wav,w34,tsîd məkǐ evóli mətín
words-chunk-w35,7.650125,datasets/Phrases/train/words/chunk-w35.wav,w35,ndɔ́g mvúg bəsómólo
words-chunk-w36,7.7701875,datasets/Phrases/train/words/chunk-w36.wav,w36,ńtúi akǎŋ nsul
words-chunk-w37,8.1601875,datasets/Phrases/train/words/chunk-w37.wav,w37,ndâ etǔn ndā abá
words-chunk-w38,7.68025,datasets/Phrases/train/words/chunk-w38.wav,w38,kásin edúg ǹsəŋ
words-chunk-w39,9.93025,datasets/Phrases/train/words/chunk-w39.wav,w39,ǹdil məbaala m̀bɛ́ sí m̀fim
words-chunk-w40,7.4701875,datasets/Phrases/train/words/chunk-w40.wav,w40,ǹdil ongóla dí
words-chunk-w41,6.450125,datasets/Phrases/train/words/chunk-w41.wav,w41,nyú wɔ́bɔ diŋ
words-chunk-w42,7.050125,datasets/Phrases/train/words/chunk-w42.wav,w42,náŋ dzɔ́g som
words-chunk-w43,7.020125,datasets/Phrases/train/words/chunk-w43.wav,w43,bɛ komozan bɛ
words-chunk-w44,7.110125,datasets/Phrases/train/words/chunk-w44.wav,w44,búg syé voe
words-chunk-w45,8.1901875,datasets/Phrases/train/words/chunk-w45.wav,w45,dzoás yídan wulu
words-chunk-w46,7.8001875,datasets/Phrases/train/words/chunk-w46.wav,w46,tyé m̀bíl díb tsaman
words-chunk-w47,7.44025,datasets/Phrases/train/words/chunk-w47.wav,w47,yén wóg namba
words-chunk-w48,7.8901875,datasets/Phrases/train/words/chunk-w48.wav,w48,bími dudan ya
words-chunk-w49,7.7101875,datasets/Phrases/train/words/chunk-w49.wav,w49,kúlan sal dúgan
words-chunk-w50,6.8701875,datasets/Phrases/train/words/chunk-w50.wav,w50,nɔŋ və́ kab
words-chunk-w51,8.4301875,datasets/Phrases/train/words/chunk-w51.wav,w51,dzə́ŋ sɔm fas
words-chunk-w52,7.8901875,datasets/Phrases/train/words/chunk-w52.wav,w52,búni nyiŋ yón
words-chunk-w53,6.5701875,datasets/Phrases/train/words/chunk-w53.wav,w53,dzə́m dzoge kɔ́bɔ
words-chunk-w54,5.850125,datasets/Phrases/train/words/chunk-w54.wav,w54,yi bɔ tɔbɔ
words-chunk-w55,7.4101875,datasets/Phrases/train/words/chunk-w55.wav,w55,kogolan woe bág
words-chunk-w56,6.6601875,datasets/Phrases/train/words/chunk-w56.wav,w56,kus koan tsénde
words-chunk-w57,5.790125,datasets/Phrases/train/words/chunk-w57.wav,w57,kúí yòmbo kud
words-chunk-w58,6.570125,datasets/Phrases/train/words/chunk-w58.wav,w58,dzoge kə kə óyɔ́
words-chunk-w59,8.46025,datasets/Phrases/train/words/chunk-w59.wav,w59,kilan ndəŋ óyɔ́ ndáman
words-chunk-w60,7.590125,datasets/Phrases/train/words/chunk-w60.wav,w60,yaan wé byé
words-chunk-w61,6.660125,datasets/Phrases/train/words/chunk-w61.wav,w61,tsindi yám tɛ
words-chunk-w62,7.5301875,datasets/Phrases/train/words/chunk-w62.wav,w62,vógolo tɔ́g anén
words-chunk-w63,6.330125,datasets/Phrases/train/words/chunk-w63.wav,w63,fɛ ebag okəŋ
words-chunk-w64,8.8501875,datasets/Phrases/train/words/chunk-w64.wav,w64,esɔ́á efɔá ndúan mvié
words-chunk-w65,8.9101875,datasets/Phrases/train/words/chunk-w65.wav,w65,ǹtsɔ́bí ǹtúm ḿba tógo
words-chunk-w66,6.6601875,datasets/Phrases/train/words/chunk-w66.wav,w66,tə̄bə̄lə etɔa enɔŋ
words-chunk-w67,6.330125,datasets/Phrases/train/words/chunk-w67.wav,w67,ndə́g tóg elúm
words-chunk-w68,7.6201875,datasets/Phrases/train/words/chunk-w68.wav,w68,etaŋan ngál akɔ̌ŋ
words-chunk-w69,8.9101875,datasets/Phrases/train/words/chunk-w69.wav,w69,m̀fan mvunda ǹkóg
words-chunk-w70,8.49025,datasets/Phrases/train/words/chunk-w70.wav,w70,dzǎd ǹkóé etaŋana
words-chunk-w71,9.3901875,datasets/Phrases/train/words/chunk-w71.wav,w71,m̀fan m̀bɛ ǹsome
words-chunk-w72,9.57025,datasets/Phrases/train/words/chunk-w72.wav,w72,ǹnɔ̂n biyə́m ǹgəngáŋ mod bitá
words-chunk-w73,10.50025,datasets/Phrases/train/words/chunk-w73.wav,w73,m̀bɔ bisyé mɔ́ngɔ̂ sikúlu kaíza
words-chunk-w74,11.8503125,datasets/Phrases/train/words/chunk-w74.wav,w74,miningá kaíza ngɔn kaíza ndómán kaíza
words-chunk-w75,7.1701875,datasets/Phrases/train/words/chunk-w75.wav,w75,ǹkúkūmá mintag wǎŋ
words-chunk-w76,6.060125,datasets/Phrases/train/words/chunk-w76.wav,w76,olún ediŋ zíŋ
words-chunk-w77,9.3301875,datasets/Phrases/train/words/chunk-w77.wav,w77,okálá abán engɔ̌ngɔ̄l
words-chunk-w78,4.770125,datasets/Phrases/train/words/chunk-w78.wav,w78,ǹkámáŋ mvɔɛ́ ǹló
words-chunk-w79,7.5901875,datasets/Phrases/train/words/chunk-w79.wav,w79,dís alɔ́ anyu
words-chunk-w80,6.8701875,datasets/Phrases/train/words/chunk-w80.wav,w80,dzóé ekǒb wɔ́
words-chunk-w81,8.3701875,datasets/Phrases/train/words/chunk-w81.wav,w81,akǒl abum mvús
words-chunk-w82,7.0201875,datasets/Phrases/train/words/chunk-w82.wav,w82,akan abɛ́ onyǔ
words-chunk-w83,7.7401875,datasets/Phrases/train/words/chunk-w83.wav,w83,ekúdəbɔ́ŋ abɔ́ŋ asǒŋ
words-chunk-w84,6.450125,datasets/Phrases/train/words/chunk-w84.wav,w84,oyə́m abɛ boá
words-chunk-w85,5.970125,datasets/Phrases/train/words/chunk-w85.wav,w85,ǹnə́m ekob esǐl
words-chunk-w86,3.0000625,datasets/Phrases/train/words/chunk-w86.wav,w86,eyé ānyǔ etúl kíŋ
words-chunk-w87,3.420125,datasets/Phrases/train/words/chunk-w87.wav,w87,mvɔlo m̀byán esə́g
words-chunk-w90,3.3000625,datasets/Phrases/train/words/chunk-w90.wav,w90,asú ǹsɔ́d eye koa
words-chunk-w91,2.2200625,datasets/Phrases/train/words/chunk-w91.wav,w91,dɔ́l eláŋ dɔ́b
words-chunk-w92,1.6800625,datasets/Phrases/train/words/chunk-w92.wav,w92,wɔ́ abin osaŋ
words-chunk-w93,5.3100625,datasets/Phrases/train/words/chunk-w93.wav,w93,ǹyia ebóŋ m̀bóg dzóé
words-chunk-w94,3.9300625,datasets/Phrases/train/words/chunk-w94.wav,w94,dziyé mvaŋ
words-chunk-w95,5.070125,datasets/Phrases/train/words/chunk-w95.wav,w95,mot yób sí
words-chunk-w96,2.6400625,datasets/Phrases/train/words/chunk-w96.wav,w96,oswé ǹkúd ǹló dzóbo
